_fixture_id,player_id,alt_id,name,player_team,_player_team_abbr,_player_team_name,opponent_team,_opponent_team_abbr,_opponent_team_name,match_difficulty,was_home_match,player_team_goals,opponent_team_goals,player_team_total_goals,opponent_team_total_goals,player_team_relavent_avg_goals,opponent_team_relavent_avg_goals,player_team_avg_goals,opponent_team_avg_goals,played_minutes,avg_goal_scored,avg_assists,avg_clean_sheets,avg_goals_conceded,avg_own_goals,avg_penalties_saved,avg_penalties_missed,total_yellow_cards,total_red_cards,avg_saves,avg_bonus,avg_bps,ict_index_score_prev_match,team_selected,avg_points_per_minute,points
120,23,43252,James Chester,2,AVL,Aston Villa,20,WOL,Wolves,3,0,1,2,16,14,1.6,1.4,1.333,1.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3670,0,0
122,23,43252,James Chester,2,AVL,Aston Villa,13,NEW,Newcastle,3,1,2,0,17,11,1.333,1,1.308,0.846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3775,0,0
135,23,43252,James Chester,2,AVL,Aston Villa,12,MUN,Man Utd,4,0,2,2,19,19,1.5,1.833,1.357,1.357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3818,0,0
147,23,43252,James Chester,2,AVL,Aston Villa,6,CHE,Chelsea,4,0,1,2,21,28,1.571,1.286,1.4,1.867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3863,0,0
151,23,43252,James Chester,2,AVL,Aston Villa,9,LEI,Leicester,4,1,1,4,22,35,1.429,2.429,1.375,2.188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3916,0,0
9,230,40002,Matteo Darmian,12,MUN,Man Utd,6,CHE,Chelsea,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5497,0,0
20,230,40002,Matteo Darmian,12,MUN,Man Utd,20,WOL,Wolves,4,0,1,1,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5733,0,0
25,230,40002,Matteo Darmian,12,MUN,Man Utd,7,CRY,Crystal Palace,4,1,1,2,5,0,4,0,1.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5504,0,0
39,230,40002,Matteo Darmian,12,MUN,Man Utd,16,SOU,Southampton,2,0,1,1,6,3,1,1,1.5,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5427,0,0
45,230,40002,Matteo Darmian,12,MUN,Man Utd,9,LEI,Leicester,4,1,1,0,7,6,2.5,1.5,1.4,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4524,0,0
60,230,40002,Matteo Darmian,12,MUN,Man Utd,19,WHU,West Ham,4,0,0,2,8,6,1,1,1.333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4166,0,0
67,230,40002,Matteo Darmian,12,MUN,Man Utd,1,ARS,Arsenal,4,1,1,1,8,11,2,1.333,1.143,1.571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3904,0,0
76,230,40002,Matteo Darmian,12,MUN,Man Utd,13,NEW,Newcastle,4,0,0,1,9,4,0.667,0.333,1.125,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3753,0,0
87,230,40002,Matteo Darmian,12,MUN,Man Utd,10,LIV,Liverpool,4,1,1,1,9,20,1.75,2,1,2.222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3657,0,0
97,230,40002,Matteo Darmian,12,MUN,Man Utd,14,NOR,Norwich,4,0,3,1,10,10,0.5,2.25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3608,0,0
103,230,40002,Matteo Darmian,12,MUN,Man Utd,3,BOU,AFC Bournemouth,4,0,0,1,13,13,1,1.4,1.182,1.182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3559,0,0
115,230,40002,Matteo Darmian,12,MUN,Man Utd,4,BHA,Brighton,4,1,3,1,13,14,1.6,0.8,1.083,1.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3533,0,0
128,230,40002,Matteo Darmian,12,MUN,Man Utd,15,SHU,Sheffield Utd,4,0,3,3,16,13,0.833,1,1.231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3498,0,0
135,230,40002,Matteo Darmian,12,MUN,Man Utd,2,AVL,Aston Villa,4,1,2,2,19,19,1.833,1.5,1.357,1.357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3477,0,0
144,230,40002,Matteo Darmian,12,MUN,Man Utd,17,TOT,Spurs,4,1,2,1,21,24,1.857,1.429,1.4,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3460,0,0
155,230,40002,Matteo Darmian,12,MUN,Man Utd,11,MCI,Man City,4,0,2,1,23,43,1.143,3,1.438,2.688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3446,0,0
9,231,76359,Phil Jones,12,MUN,Man Utd,6,CHE,Chelsea,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11640,0,0
20,231,76359,Phil Jones,12,MUN,Man Utd,20,WOL,Wolves,4,0,1,1,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12276,0,0
25,231,76359,Phil Jones,12,MUN,Man Utd,7,CRY,Crystal Palace,4,1,1,2,5,0,4,0,1.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11615,0,0
39,231,76359,Phil Jones,12,MUN,Man Utd,16,SOU,Southampton,2,0,1,1,6,3,1,1,1.5,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11315,0,0
45,231,76359,Phil Jones,12,MUN,Man Utd,9,LEI,Leicester,4,1,1,0,7,6,2.5,1.5,1.4,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11383,0,0
60,231,76359,Phil Jones,12,MUN,Man Utd,19,WHU,West Ham,4,0,0,2,8,6,1,1,1.333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11389,0,0
67,231,76359,Phil Jones,12,MUN,Man Utd,1,ARS,Arsenal,4,1,1,1,8,11,2,1.333,1.143,1.571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10788,0,0
76,231,76359,Phil Jones,12,MUN,Man Utd,13,NEW,Newcastle,4,0,0,1,9,4,0.667,0.333,1.125,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9782,0,0
87,231,76359,Phil Jones,12,MUN,Man Utd,10,LIV,Liverpool,4,1,1,1,9,20,1.75,2,1,2.222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9274,0,0
97,231,76359,Phil Jones,12,MUN,Man Utd,14,NOR,Norwich,4,0,3,1,10,10,0.5,2.25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9366,0,0
103,231,76359,Phil Jones,12,MUN,Man Utd,3,BOU,AFC Bournemouth,4,0,0,1,13,13,1,1.4,1.182,1.182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9667,0,0
115,231,76359,Phil Jones,12,MUN,Man Utd,4,BHA,Brighton,4,1,3,1,13,14,1.6,0.8,1.083,1.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9712,0,0
128,231,76359,Phil Jones,12,MUN,Man Utd,15,SHU,Sheffield Utd,4,0,3,3,16,13,0.833,1,1.231,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,9851,0,1
135,231,76359,Phil Jones,12,MUN,Man Utd,2,AVL,Aston Villa,4,1,2,2,19,19,1.833,1.5,1.357,1.357,0,0,0,0,1,0,0,0,0,0,0,0,4,0.8,9985,0.022,0
144,231,76359,Phil Jones,12,MUN,Man Utd,17,TOT,Spurs,4,1,2,1,21,24,1.857,1.429,1.4,1.6,0,0,0,0,1,0,0,0,0,0,0,0,4,0.8,10003,0.022,0
155,231,76359,Phil Jones,12,MUN,Man Utd,11,MCI,Man City,4,0,2,1,23,43,1.143,3,1.438,2.688,0,0,0,0,1,0,0,0,0,0,0,0,4,0.8,10046,0.022,0
9,232,66749,Romelu Lukaku,12,MUN,Man Utd,6,CHE,Chelsea,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49789,0,0
20,232,66749,Romelu Lukaku,12,MUN,Man Utd,20,WOL,Wolves,4,0,1,1,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32052,0,0
25,232,66749,Romelu Lukaku,12,MUN,Man Utd,7,CRY,Crystal Palace,4,1,1,2,5,0,4,0,1.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28606,0,0
39,232,66749,Romelu Lukaku,12,MUN,Man Utd,16,SOU,Southampton,2,0,1,1,6,3,1,1,1.5,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26532,0,0
45,232,66749,Romelu Lukaku,12,MUN,Man Utd,9,LEI,Leicester,4,1,1,0,7,6,2.5,1.5,1.4,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25170,0,0
60,232,66749,Romelu Lukaku,12,MUN,Man Utd,19,WHU,West Ham,4,0,0,2,8,6,1,1,1.333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24716,0,0
67,232,66749,Romelu Lukaku,12,MUN,Man Utd,1,ARS,Arsenal,4,1,1,1,8,11,2,1.333,1.143,1.571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24349,0,0
76,232,66749,Romelu Lukaku,12,MUN,Man Utd,13,NEW,Newcastle,4,0,0,1,9,4,0.667,0.333,1.125,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24075,0,0
87,232,66749,Romelu Lukaku,12,MUN,Man Utd,10,LIV,Liverpool,4,1,1,1,9,20,1.75,2,1,2.222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23841,0,0
97,232,66749,Romelu Lukaku,12,MUN,Man Utd,14,NOR,Norwich,4,0,3,1,10,10,0.5,2.25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23764,0,0
103,232,66749,Romelu Lukaku,12,MUN,Man Utd,3,BOU,AFC Bournemouth,4,0,0,1,13,13,1,1.4,1.182,1.182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23654,0,0
115,232,66749,Romelu Lukaku,12,MUN,Man Utd,4,BHA,Brighton,4,1,3,1,13,14,1.6,0.8,1.083,1.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23565,0,0
128,232,66749,Romelu Lukaku,12,MUN,Man Utd,15,SHU,Sheffield Utd,4,0,3,3,16,13,0.833,1,1.231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23492,0,0
135,232,66749,Romelu Lukaku,12,MUN,Man Utd,2,AVL,Aston Villa,4,1,2,2,19,19,1.833,1.5,1.357,1.357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23465,0,0
144,232,66749,Romelu Lukaku,12,MUN,Man Utd,17,TOT,Spurs,4,1,2,1,21,24,1.857,1.429,1.4,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23444,0,0
155,232,66749,Romelu Lukaku,12,MUN,Man Utd,11,MCI,Man City,4,0,2,1,23,43,1.143,3,1.438,2.688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23382,0,0
9,233,176297,Marcus Rashford,12,MUN,Man Utd,6,CHE,Chelsea,4,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,931252,0,13
20,233,176297,Marcus Rashford,12,MUN,Man Utd,20,WOL,Wolves,4,0,1,1,4,0,0,0,2,0,1,2,0,1,0,0,0,0,0,0,0,3,53,13.5,1448980,0.153,6
25,233,176297,Marcus Rashford,12,MUN,Man Utd,7,CRY,Crystal Palace,4,1,1,2,5,0,4,0,1.667,0,1,1,0.5,0.5,0.5,0,0,0,0,0,0,2,37.5,5.2,1768707,0.11,0
39,233,176297,Marcus Rashford,12,MUN,Man Utd,16,SOU,Southampton,2,0,1,1,6,3,1,1,1.5,0.75,1,0.667,0.333,0.333,1,0,0,0.333,0,0,0,1.333,23.667,5.2,1609697,0.072,2
45,233,176297,Marcus Rashford,12,MUN,Man Utd,9,LEI,Leicester,4,1,1,0,7,6,2.5,1.5,1.4,1.2,1,0.5,0.25,0.25,1,0,0,0.25,0,0,0,1,18.25,14.8,1289403,0.059,9
60,233,176297,Marcus Rashford,12,MUN,Man Utd,19,WHU,West Ham,4,0,0,2,8,6,1,1,1.333,1,1,0.6,0.2,0.4,0.8,0,0,0.2,0,0,0,1.4,21.4,7.4,1233336,0.068,2
67,233,176297,Marcus Rashford,12,MUN,Man Utd,1,ARS,Arsenal,4,1,1,1,8,11,2,1.333,1.143,1.571,1,0.5,0.167,0.333,0.833,0,0,0.167,0,0,0,1.167,18.667,2.3,768173,0.064,4
76,233,176297,Marcus Rashford,12,MUN,Man Utd,13,NEW,Newcastle,4,0,0,1,9,4,0.667,0.333,1.125,0.5,1,0.429,0.286,0.286,0.857,0,0,0.143,1,0,0,1,18,8.2,722006,0.061,2
87,233,176297,Marcus Rashford,12,MUN,Man Utd,10,LIV,Liverpool,4,1,1,1,9,20,1.75,2,1,2.222,1,0.375,0.25,0.25,0.875,0,0,0.125,1,0,0,0.875,16.5,3.2,678570,0.056,9
97,233,176297,Marcus Rashford,12,MUN,Man Utd,14,NOR,Norwich,4,0,3,1,10,10,0.5,2.25,1,1,1,0.444,0.222,0.333,0.778,0,0,0.111,1,0,0,1.111,18.222,7.4,743873,0.061,9
103,233,176297,Marcus Rashford,12,MUN,Man Utd,3,BOU,AFC Bournemouth,4,0,0,1,13,13,1,1.4,1.182,1.182,1,0.5,0.3,0.3,0.8,0,0,0.2,1,0,0,1.2,21.1,17.7,868996,0.065,2
115,233,176297,Marcus Rashford,12,MUN,Man Utd,4,BHA,Brighton,4,1,3,1,13,14,1.6,0.8,1.083,1.167,1,0.455,0.273,0.273,0.818,0,0,0.182,1,0,0,1.091,19.909,5.6,948548,0.061,5
128,233,176297,Marcus Rashford,12,MUN,Man Utd,15,SHU,Sheffield Utd,4,0,3,3,16,13,0.833,1,1.231,1,1,0.5,0.25,0.25,0.833,0,0,0.167,2,0,0,1,19.917,16.2,1030297,0.061,11
135,233,176297,Marcus Rashford,12,MUN,Man Utd,2,AVL,Aston Villa,4,1,2,2,19,19,1.833,1.5,1.357,1.357,1,0.538,0.308,0.231,1,0,0,0.154,2,0,0,1.077,21.462,11.7,1236859,0.066,5
144,233,176297,Marcus Rashford,12,MUN,Man Utd,17,TOT,Spurs,4,1,2,1,21,24,1.857,1.429,1.4,1.6,1,0.5,0.357,0.214,1.071,0,0,0.143,2,0,0,1,20.429,4.4,1239593,0.065,13
155,233,176297,Marcus Rashford,12,MUN,Man Utd,11,MCI,Man City,4,0,2,1,23,43,1.143,3,1.438,2.688,1,0.6,0.333,0.2,1.067,0,0,0.133,2,0,0,1.133,22.8,17.3,1389052,0.07,9
9,234,220688,Mason Greenwood,12,MUN,Man Utd,6,CHE,Chelsea,4,1,4,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,958114,0,1
20,234,220688,Mason Greenwood,12,MUN,Man Utd,20,WOL,Wolves,4,0,1,1,4,0,0,0,2,0,0.5,0,0,0,0,0,0,0,0,0,0,0,3,1.9,1004223,0.25,1
25,234,220688,Mason Greenwood,12,MUN,Man Utd,7,CRY,Crystal Palace,4,1,1,2,5,0,4,0,1.667,0,0.5,0,0,0,0,0,0,0,0,0,0,0,4,0.4,974829,0.4,1
39,234,220688,Mason Greenwood,12,MUN,Man Utd,16,SOU,Southampton,2,0,1,1,6,3,1,1,1.5,0.75,0.5,0,0,0,0.333,0,0,0,0,0,0,0,3.667,0.2,986503,0.077,1
45,234,220688,Mason Greenwood,12,MUN,Man Utd,9,LEI,Leicester,4,1,1,0,7,6,2.5,1.5,1.4,1.2,0,0,0,0,0.25,0,0,0,0,0,0,0,3.25,1.2,990422,0.085,0
60,234,220688,Mason Greenwood,12,MUN,Man Utd,19,WHU,West Ham,4,0,0,2,8,6,1,1,1.333,1,0,0,0,0,0.25,0,0,0,0,0,0,0,3.25,1.2,908656,0.085,0
67,234,220688,Mason Greenwood,12,MUN,Man Utd,1,ARS,Arsenal,4,1,1,1,8,11,2,1.333,1.143,1.571,0.5,0,0,0,0.25,0,0,0,0,0,0,0,3.25,1.2,882820,0.085,1
76,234,220688,Mason Greenwood,12,MUN,Man Utd,13,NEW,Newcastle,4,0,0,1,9,4,0.667,0.333,1.125,0.5,0.5,0,0,0,0.2,0,0,0,0,0,0,0,2.6,0.3,881019,0.079,1
87,234,220688,Mason Greenwood,12,MUN,Man Utd,10,LIV,Liverpool,4,1,1,1,9,20,1.75,2,1,2.222,0,0,0,0,0.333,0,0,0,0,0,0,0,2.667,2.2,787568,0.069,0
97,234,220688,Mason Greenwood,12,MUN,Man Utd,14,NOR,Norwich,4,0,3,1,10,10,0.5,2.25,1,1,0.5,0,0,0,0.333,0,0,0,0,0,0,0,2.667,2.2,769594,0.069,1
103,234,220688,Mason Greenwood,12,MUN,Man Utd,3,BOU,AFC Bournemouth,4,0,0,1,13,13,1,1.4,1.182,1.182,0.5,0,0,0,0.429,0,0,0,0,0,0,0,2.286,2.4,768587,0.069,1
115,234,220688,Mason Greenwood,12,MUN,Man Utd,4,BHA,Brighton,4,1,3,1,13,14,1.6,0.8,1.083,1.167,0.5,0,0,0,0.375,0,0,0,0,0,0,0,2.25,0.6,739599,0.071,1
128,234,220688,Mason Greenwood,12,MUN,Man Utd,15,SHU,Sheffield Utd,4,0,3,3,16,13,0.833,1,1.231,1,0.5,0,0,0,0.333,0,0,0,0,0,0,0,2.333,0.0,746493,0.08,5
135,234,220688,Mason Greenwood,12,MUN,Man Utd,2,AVL,Aston Villa,4,1,2,2,19,19,1.833,1.5,1.357,1.357,0.5,0.1,0,0,0.4,0,0,0,0,0,0,0,4.8,6.8,769941,0.108,1
144,234,220688,Mason Greenwood,12,MUN,Man Utd,17,TOT,Spurs,4,1,2,1,21,24,1.857,1.429,1.4,1.6,1,0.091,0,0,0.364,0,0,0,0,0,0,0,4.636,0.1,769032,0.109,2
155,234,220688,Mason Greenwood,12,MUN,Man Utd,11,MCI,Man City,4,0,2,1,23,43,1.143,3,1.438,2.688,0,0.083,0,0,0.417,0,0,0,0,0,0,0,4.917,3.0,755981,0.078,0
9,235,51940,David de Gea,12,MUN,Man Utd,6,CHE,Chelsea,4,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,610697,0,10
20,235,51940,David de Gea,12,MUN,Man Utd,20,WOL,Wolves,4,0,1,1,4,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,7,2,34,4.3,1214601,0.111,2
25,235,51940,David de Gea,12,MUN,Man Utd,7,CRY,Crystal Palace,4,1,1,2,5,0,4,0,1.667,0,1,0,0,0.5,0.5,0,0,0,0,0,4,1,22.5,1.3,1329773,0.067,1
39,235,51940,David de Gea,12,MUN,Man Utd,16,SOU,Southampton,2,0,1,1,6,3,1,1,1.5,0.75,1,0,0,0.333,1,0,0,0,0,0,3,0.667,18,1.0,1297883,0.048,2
45,235,51940,David de Gea,12,MUN,Man Utd,9,LEI,Leicester,4,1,1,0,7,6,2.5,1.5,1.4,1.2,1,0,0,0.25,1,0,0,0,0,0,2.5,0.5,16,1.0,1194637,0.042,9
60,235,51940,David de Gea,12,MUN,Man Utd,19,WHU,West Ham,4,0,0,2,8,6,1,1,1.333,1,1,0,0,0.4,0.8,0,0,0,0,0,2.6,0.8,18,2.2,1257361,0.053,2
67,235,51940,David de Gea,12,MUN,Man Utd,1,ARS,Arsenal,4,1,1,1,8,11,2,1.333,1.143,1.571,1,0,0,0.333,1,0,0,0,0,0,2.833,0.667,17.667,2.8,1194609,0.048,4
76,235,51940,David de Gea,12,MUN,Man Utd,13,NEW,Newcastle,4,0,0,1,9,4,0.667,0.333,1.125,0.5,1,0,0,0.286,1,0,0,0,0,0,3,0.714,17.571,3.1,1209638,0.048,2
87,235,51940,David de Gea,12,MUN,Man Utd,10,LIV,Liverpool,4,1,1,1,9,20,1.75,2,1,2.222,1,0,0,0.25,1,0,0,0,0,0,2.75,0.625,16.625,0.8,1014409,0.044,3
97,235,51940,David de Gea,12,MUN,Man Utd,14,NOR,Norwich,4,0,3,1,10,10,0.5,2.25,1,1,1,0,0,0.222,1,0,0,0,0,0,2.778,0.556,16.556,2.1,1009485,0.043,2
103,235,51940,David de Gea,12,MUN,Man Utd,3,BOU,AFC Bournemouth,4,0,0,1,13,13,1,1.4,1.182,1.182,1,0,0,0.2,1,0,0,0,0,0,2.7,0.5,16,1.4,1002235,0.041,3
115,235,51940,David de Gea,12,MUN,Man Utd,4,BHA,Brighton,4,1,3,1,13,14,1.6,0.8,1.083,1.167,1,0,0,0.182,1,0,0,0,0,0,2.909,0.455,16.091,4.3,1032793,0.04,2
128,235,51940,David de Gea,12,MUN,Man Utd,15,SHU,Sheffield Utd,4,0,3,3,16,13,0.833,1,1.231,1,1,0,0,0.167,1,0,0,0,0,0,2.75,0.417,15.583,1.1,1011569,0.039,2
135,235,51940,David de Gea,12,MUN,Man Utd,2,AVL,Aston Villa,4,1,2,2,19,19,1.833,1.5,1.357,1.357,1,0,0,0.154,1.154,0,0,0,0,0,2.923,0.385,15.923,3.1,986515,0.038,1
144,235,51940,David de Gea,12,MUN,Man Utd,17,TOT,Spurs,4,1,2,1,21,24,1.857,1.429,1.4,1.6,1,0,0,0.143,1.214,0,0,0,0,0,2.786,0.357,15.5,0.8,956495,0.036,3
155,235,51940,David de Gea,12,MUN,Man Utd,11,MCI,Man City,4,0,2,1,23,43,1.143,3,1.438,2.688,1,0,0,0.133,1.2,0,0,0,0,0,2.867,0.333,15.667,3.0,931574,0.036,2
9,236,42899,Sergio Romero,12,MUN,Man Utd,6,CHE,Chelsea,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10664,0,0
20,236,42899,Sergio Romero,12,MUN,Man Utd,20,WOL,Wolves,4,0,1,1,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11396,0,0
25,236,42899,Sergio Romero,12,MUN,Man Utd,7,CRY,Crystal Palace,4,1,1,2,5,0,4,0,1.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11288,0,0
39,236,42899,Sergio Romero,12,MUN,Man Utd,16,SOU,Southampton,2,0,1,1,6,3,1,1,1.5,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11265,0,0
45,236,42899,Sergio Romero,12,MUN,Man Utd,9,LEI,Leicester,4,1,1,0,7,6,2.5,1.5,1.4,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11396,0,0
60,236,42899,Sergio Romero,12,MUN,Man Utd,19,WHU,West Ham,4,0,0,2,8,6,1,1,1.333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11393,0,0
67,236,42899,Sergio Romero,12,MUN,Man Utd,1,ARS,Arsenal,4,1,1,1,8,11,2,1.333,1.143,1.571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11458,0,0
76,236,42899,Sergio Romero,12,MUN,Man Utd,13,NEW,Newcastle,4,0,0,1,9,4,0.667,0.333,1.125,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11544,0,0
87,236,42899,Sergio Romero,12,MUN,Man Utd,10,LIV,Liverpool,4,1,1,1,9,20,1.75,2,1,2.222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14480,0,0
97,236,42899,Sergio Romero,12,MUN,Man Utd,14,NOR,Norwich,4,0,3,1,10,10,0.5,2.25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13462,0,0
103,236,42899,Sergio Romero,12,MUN,Man Utd,3,BOU,AFC Bournemouth,4,0,0,1,13,13,1,1.4,1.182,1.182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12914,0,0
115,236,42899,Sergio Romero,12,MUN,Man Utd,4,BHA,Brighton,4,1,3,1,13,14,1.6,0.8,1.083,1.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12767,0,0
128,236,42899,Sergio Romero,12,MUN,Man Utd,15,SHU,Sheffield Utd,4,0,3,3,16,13,0.833,1,1.231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12728,0,0
135,236,42899,Sergio Romero,12,MUN,Man Utd,2,AVL,Aston Villa,4,1,2,2,19,19,1.833,1.5,1.357,1.357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12707,0,0
144,236,42899,Sergio Romero,12,MUN,Man Utd,17,TOT,Spurs,4,1,2,1,21,24,1.857,1.429,1.4,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12657,0,0
155,236,42899,Sergio Romero,12,MUN,Man Utd,11,MCI,Man City,4,0,2,1,23,43,1.143,3,1.438,2.688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12603,0,0
9,237,6744,Lee Grant,12,MUN,Man Utd,6,CHE,Chelsea,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6599,0,0
20,237,6744,Lee Grant,12,MUN,Man Utd,20,WOL,Wolves,4,0,1,1,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7064,0,0
25,237,6744,Lee Grant,12,MUN,Man Utd,7,CRY,Crystal Palace,4,1,1,2,5,0,4,0,1.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7215,0,0
39,237,6744,Lee Grant,12,MUN,Man Utd,16,SOU,Southampton,2,0,1,1,6,3,1,1,1.5,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7082,0,0
45,237,6744,Lee Grant,12,MUN,Man Utd,9,LEI,Leicester,4,1,1,0,7,6,2.5,1.5,1.4,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7042,0,0
60,237,6744,Lee Grant,12,MUN,Man Utd,19,WHU,West Ham,4,0,0,2,8,6,1,1,1.333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7034,0,0
67,237,6744,Lee Grant,12,MUN,Man Utd,1,ARS,Arsenal,4,1,1,1,8,11,2,1.333,1.143,1.571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7071,0,0
76,237,6744,Lee Grant,12,MUN,Man Utd,13,NEW,Newcastle,4,0,0,1,9,4,0.667,0.333,1.125,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7071,0,0
87,237,6744,Lee Grant,12,MUN,Man Utd,10,LIV,Liverpool,4,1,1,1,9,20,1.75,2,1,2.222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7173,0,0
97,237,6744,Lee Grant,12,MUN,Man Utd,14,NOR,Norwich,4,0,3,1,10,10,0.5,2.25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7204,0,0
103,237,6744,Lee Grant,12,MUN,Man Utd,3,BOU,AFC Bournemouth,4,0,0,1,13,13,1,1.4,1.182,1.182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7260,0,0
115,237,6744,Lee Grant,12,MUN,Man Utd,4,BHA,Brighton,4,1,3,1,13,14,1.6,0.8,1.083,1.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7239,0,0
128,237,6744,Lee Grant,12,MUN,Man Utd,15,SHU,Sheffield Utd,4,0,3,3,16,13,0.833,1,1.231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7233,0,0
135,237,6744,Lee Grant,12,MUN,Man Utd,2,AVL,Aston Villa,4,1,2,2,19,19,1.833,1.5,1.357,1.357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7279,0,0
144,237,6744,Lee Grant,12,MUN,Man Utd,17,TOT,Spurs,4,1,2,1,21,24,1.857,1.429,1.4,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7283,0,0
